ScientistName#preparation#date#components#Hash
Хайзникова Дарья Сергеевна#Пилипен#1119-02-24#Chemical_97 Chemical_82 Chemical_99#541
Литвинцов Степан Яковлевич#Ниссан#1120-09-19#Chemical_57 Chemical_33 Chemical_36#1837
Кушаев Геннадий Игоревич#Диклофенак#1123-03-07#Chemical_16 Chemical_48 Chemical_94#939
Шинякова Светлана Егоровна#Зинорам#1124-07-15#Chemical_26 Chemical_5 Chemical_8#1913
Федулин Альберт Иванович#Амоксиклав#1124-08-10#Chemical_78 Chemical_30 Chemical_55#1804
Одноценова Мария Василевна#Бактрим#1128-03-25#Chemical_14 Chemical_19 Chemical_45#1070
Любарцев Борис Викторович#Амитриптилин#1128-07-09#Chemical_81 Chemical_12 Chemical_93#838
Османова Екатерина Егоровна#Миртазапин#1129-04-09#Chemical_96 Chemical_72 Chemical_69#640
Потрягина Кристина Романовна#Пропанолол#1135-11-22#Chemical_58 Chemical_14 Chemical_83#1772
Балуев Семён Антонович#Норматен#1145-09-06#Chemical_95 Chemical_58 Chemical_71#804
Екимовский Владислав Фёдорович#Венолайфт#1148-04-05#Chemical_59 Chemical_56 Chemical_77#1290
Шпанина Маргарита Максимовна#Пентоксифиллин#1148-05-10#Chemical_12 Chemical_22 Chemical_37#1227
Пошнагова Юлия Кирилловна#Железа препараты#1152-05-06#Chemical_61 Chemical_38 Chemical_2#1974
Кудинкова Ирина Михайловна#Кандесартан#1154-10-13#Chemical_90 Chemical_100 Chemical_60#1969
Водоморина Софья Яковлевна#Метопролол#1157-01-26#Chemical_33 Chemical_79 Chemical_68#1372
Липезина Анна Алексеевна#Тианептин#1157-11-16#Chemical_17 Chemical_84 Chemical_70#1444
Илалов Тарас Яковлевич#Допамин#1162-07-26#Chemical_51 Chemical_21 Chemical_67#453
Лакушова Тамара Ивановна#Бетаин#1163-04-13#Chemical_91 Chemical_90 Chemical_42#1423
Ярмизина Алиса Богдановна#Живина#1164-04-22#Chemical_11 Chemical_15 Chemical_69#269
Зулков Станислав Антонович#Валацикловир#1166-02-10#Chemical_7 Chemical_61 Chemical_87#1347
Кочурин Евгений Данилович#Транексамовая кислота#1166-03-13#Chemical_97 Chemical_25 Chemical_5#847
Череватова Вероника Вадимовна#Кандесартан#1167-06-06#Chemical_39 Chemical_85 Chemical_90#225
Курьянская Любовь Федоровна#Железа препараты#1171-09-14#Chemical_31 Chemical_72 Chemical_15#1244
Бачалдина Яна Максимовна#Урсофальк#1174-11-25#Chemical_16 Chemical_96 Chemical_33#76
Наруцкая Катерина Андреевна#Венолайфт#1175-06-13#Chemical_84 Chemical_47 Chemical_3#1991
Набилкова Софья Борисовна#Дексаметазон#1176-03-21#Chemical_6 Chemical_96 Chemical_4#1770
Меркулов Андрей Аркадиевич#Мелоксикам#1178-02-21#Chemical_46 Chemical_74 Chemical_56#332
Скитский Вадим Викторович#Лоразепам#1181-05-22#Chemical_14 Chemical_81 Chemical_84#185
Шаульская Надежда Максимовна#Дектанол#1181-07-23#Chemical_27 Chemical_31 Chemical_39#812
Распевин Константин Валериевич#Гидрохлоротиазид#1181-11-22#Chemical_31 Chemical_94 Chemical_68#662
Агешкин Александр Романович#Бетаметазон#1184-02-17#Chemical_97 Chemical_18 Chemical_58#151
Хайдина Маргарита Алексеевна#Бромгексин#1184-05-26#Chemical_71 Chemical_18 Chemical_99#1273
Духиева Алла Никитична#Гидрохлоротиазид#1188-05-12#Chemical_64 Chemical_11 Chemical_44#1239
Щуринова Ольга Вадимовна#Валацикловир#1191-04-27#Chemical_1 Chemical_26 Chemical_84#648
Кеплина Наталия Борисовна#Витамин С#1198-01-23#Chemical_49 Chemical_75 Chemical_27#1509
Шелмаков Георгий Николаевич#Золаир#1198-09-04#Chemical_93 Chemical_31 Chemical_58#1124
Лошадина Екатерина Евгеньевна#Жасмин#1201-05-27#Chemical_11 Chemical_44 Chemical_39#852
Ароматова Анастасия Максимовна#Железа препараты#1202-01-01#Chemical_47 Chemical_7 Chemical_75#1731
Голыбина Оксана Михайловна#Евалар солгар мультивитамини#1213-01-09#Chemical_100 Chemical_14 Chemical_94#1751
Кувыршина Валерия Игоревна#Золекс#1214-05-15#Chemical_64 Chemical_71 Chemical_27#563
Хитьков Анатолий Петрович#Аллопуринол#1215-11-17#Chemical_87 Chemical_96 Chemical_19#899
Шибилкин Яков Кириллович#Антациды#1215-12-04#Chemical_83 Chemical_15 Chemical_80#750
Кереметин Вячеслав Тимофеевич#Зинорам#1217-08-04#Chemical_83 Chemical_25 Chemical_38#1370
Брокина Дарья Олеговна#Ацетилсалициловая кислота#1219-09-11#Chemical_8 Chemical_68 Chemical_90#1544
Ачин Герасим Данилович#Гидрохлоротиазид#1222-03-06#Chemical_18 Chemical_70 Chemical_37#625
Тановицкий Тарас Виталиевич#Тикалиптин#1224-02-12#Chemical_55 Chemical_91 Chemical_31#1012
Беломожнов Михаил Романович#Левотироксин#1231-01-14#Chemical_46 Chemical_12 Chemical_12#1249
Хорошилин Кирилл Фёдорович#Мезим#1231-04-18#Chemical_16 Chemical_44 Chemical_52#975
Киржанкова Алиса Вадимовна#Виалар#1236-09-19#Chemical_76 Chemical_49 Chemical_89#343
Цуканов Иван Иванович#Венолайфт#1239-07-25#Chemical_9 Chemical_26 Chemical_26#941
Потешных Дмитрий Иванович#Колчицин#1239-11-01#Chemical_97 Chemical_4 Chemical_22#162
Суряднова Виолетта Богдановна#Протоник#1241-12-25#Chemical_88 Chemical_25 Chemical_95#451
Кажайкина Карина Эдуардовна#Парацетамол#1244-04-02#Chemical_52 Chemical_10 Chemical_70#987
Рабовский Дмитрий Яковлевич#Витамин С#1245-05-18#Chemical_35 Chemical_80 Chemical_55#1174
Едамов Аркадий Тимофеевич#Амоксициллин#1245-11-26#Chemical_10 Chemical_40 Chemical_23#676
Столбова София Василевна#Атенолол#1247-10-09#Chemical_47 Chemical_34 Chemical_45#1193
Смаркин Семён Андреевич#Золаир#1251-01-09#Chemical_66 Chemical_71 Chemical_50#1092
Колтакова Алиса Максимовна#Иммунивит#1254-03-20#Chemical_52 Chemical_1 Chemical_80#761
Фимошина Виктория Романовна#Левотироксин#1254-11-19#Chemical_72 Chemical_3 Chemical_59#352
Крыницкий Владимир Борисович#Омепразол#1256-01-24#Chemical_4 Chemical_20 Chemical_41#1550
Косых Жанна Михайловна#Пентоксифиллин#1256-01-26#Chemical_87 Chemical_89 Chemical_72#1529
Кваснинов Кирилл Адамович#Ретардин#1256-04-10#Chemical_22 Chemical_11 Chemical_68#1695
Чундерова Катерина Никитична#Колчицин#1257-06-04#Chemical_68 Chemical_17 Chemical_74#1070
Худаева Виктория Богдановна#Диклофенак#1261-11-17#Chemical_29 Chemical_53 Chemical_96#1391
Хапилов Герасим Денисович#Пропанолол#1262-08-12#Chemical_10 Chemical_64 Chemical_91#1536
Ордянская Елизавета Вадимовна#Енап#1267-09-14#Chemical_5 Chemical_9 Chemical_36#499
Бахматова Вера Борисовна#Гропирон#1268-01-22#Chemical_89 Chemical_82 Chemical_73#359
Хатуцкая Галина Романовна#Урсофальк#1269-06-24#Chemical_81 Chemical_50 Chemical_46#1936
Левжинская Екатерина Кирилловна#Атенолол#1273-04-07#Chemical_98 Chemical_91 Chemical_74#1131
Колбиев Андрей Георгиевич#Миртазапин#1276-02-24#Chemical_91 Chemical_45 Chemical_71#482
Мамсуров Валентин Алексеевич#Урсофальк#1278-05-05#Chemical_73 Chemical_82 Chemical_41#1961
Нягусева Клара Никитична#Бактрим#1278-10-17#Chemical_46 Chemical_84 Chemical_83#836
Биклинев Никита Фёдорович#Евалар солгар мультивитамини#1279-04-15#Chemical_26 Chemical_95 Chemical_71#1077
Осоргин Григорий Денисович#Зылорик#1286-04-02#Chemical_63 Chemical_98 Chemical_69#1502
Поводова Вероника Федоровна#Лозартан#1288-01-06#Chemical_3 Chemical_5 Chemical_44#942
Шишанкова Алла Алексеевна#Бензоилпероксид#1288-08-10#Chemical_77 Chemical_66 Chemical_79#1581
Скарлыкин Павел Яковлевич#Золедроновая кислота#1293-10-04#Chemical_5 Chemical_93 Chemical_49#454
Корельцев Валерий Адамович#Валидол#1296-10-17#Chemical_26 Chemical_60 Chemical_42#1251
Сочинский Владислав Антонович#Пилипен#1297-09-04#Chemical_97 Chemical_8 Chemical_73#1795
Крамина Клара Дмитриевна#Мелатонин#1299-01-25#Chemical_85 Chemical_77 Chemical_17#68
Мошаева Кира Валерьевна#Глюкозамин#1299-10-11#Chemical_25 Chemical_79 Chemical_11#865
Ахмадуллин Александр Евгеньевич#Амитриптилин#1300-11-25#Chemical_90 Chemical_77 Chemical_84#1698
Бургов Иван Михаилович#Итрафунгол#1304-10-20#Chemical_26 Chemical_92 Chemical_80#409
Мошевитин Юрий Виталиевич#Линезолид#1306-02-15#Chemical_48 Chemical_97 Chemical_5#1442
Макарова София Ивановна#Левофлоксацин#1308-02-21#Chemical_69 Chemical_61 Chemical_62#276
Ганчева Кира Олеговна#Зылорик#1309-08-18#Chemical_39 Chemical_83 Chemical_73#846
Алятин Эдуард Романович#Кладрибин#1311-10-06#Chemical_51 Chemical_70 Chemical_29#645
Глинкин Владимир Викторович#Пентоксифиллин#1312-08-23#Chemical_11 Chemical_18 Chemical_63#1989
Строгалев Леонид Вадимович#Пропанолол#1315-02-12#Chemical_31 Chemical_96 Chemical_91#341
Гирина Ева Никитична#Живина#1315-08-02#Chemical_94 Chemical_8 Chemical_86#2025
Нецкина Елизавета Василевна#Вальтрекс#1320-05-12#Chemical_27 Chemical_12 Chemical_63#713
Тахтауров Эдуард Данилович#Норматен#1321-06-08#Chemical_92 Chemical_81 Chemical_32#1572
Новеньких Валерий Борисович#Азитромицин#1326-09-12#Chemical_98 Chemical_81 Chemical_70#628
Веденисов Василий Юриевич#Бетаметазон#1327-01-03#Chemical_1 Chemical_79 Chemical_23#1219
Назарбаев Геннадий Вадимович#Ёжик#1327-01-22#Chemical_68 Chemical_66 Chemical_31#542
Верескина Ольга Сергеевна#Рибавирин#1328-10-18#Chemical_2 Chemical_38 Chemical_70#487
Мойкина Инна Василевна#Рибавирин#1329-04-25#Chemical_53 Chemical_73 Chemical_83#1125
Каледенков Вячеслав Денисович#Миртазапин#1331-02-21#Chemical_25 Chemical_60 Chemical_37#249
Нечахин Альберт Николаевич#Азитромицин#1333-04-12#Chemical_16 Chemical_15 Chemical_70#1078
Томасов Владислав Максимович#Женьшень#1339-01-01#Chemical_69 Chemical_54 Chemical_57#810
Плетцова Виолетта Богдановна#Дикарбазин#1340-05-22#Chemical_52 Chemical_83 Chemical_21#682
Гаврилкин Вадим Василиевич#Уоллтапс#1343-04-25#Chemical_91 Chemical_96 Chemical_8#135
Милетина Александра Аркадьевна#Амитриптилин#1343-05-05#Chemical_61 Chemical_42 Chemical_31#1062
Добранчева Зинаида Михайловна#Оксикодон#1355-01-24#Chemical_61 Chemical_77 Chemical_95#1571
Зиганова Зинаида Кирилловна#Ранитидин#1362-08-01#Chemical_79 Chemical_78 Chemical_77#316
Упорников Михаил Евгеньевич#Ибупрофен#1363-05-21#Chemical_77 Chemical_96 Chemical_19#1912
Веснянкина Марина Эдуардовна#Вальтрекс#1367-03-17#Chemical_38 Chemical_79 Chemical_54#668
Снитникова Маргарита Богдановна#Итрафунгол#1367-11-21#Chemical_13 Chemical_50 Chemical_12#225
Закакуев Максим Фёдорович#Нимулид#1368-03-04#Chemical_64 Chemical_51 Chemical_51#145
Помадкова Тамара Егоровна#Оланзапин#1373-11-03#Chemical_33 Chemical_8 Chemical_80#990
Чубанова Алёна Романовна#Мелоксикам#1376-02-03#Chemical_76 Chemical_38 Chemical_23#972
Реутский Федор Юриевич#Бромгексин#1376-12-13#Chemical_79 Chemical_7 Chemical_92#655
Пурювкин Руслан Георгиевич#Пентоксифиллин#1378-06-10#Chemical_3 Chemical_19 Chemical_37#1358
Помазенцев Яков Тимофеевич#Сетирозин#1379-11-10#Chemical_81 Chemical_34 Chemical_65#901
Девушкина Жанна Андреевна#Золедроновая кислота#1380-09-07#Chemical_23 Chemical_51 Chemical_9#1690
Яшункина Дарья Сергеевна#Женьшень#1380-12-06#Chemical_30 Chemical_22 Chemical_91#1542
Шалапугина Юлия Дмитриевна#Дуодарт#1381-04-02#Chemical_3 Chemical_17 Chemical_20#962
Пепинова Ева Ивановна#Ацетилсалициловая кислота#1382-08-04#Chemical_5 Chemical_62 Chemical_58#868
Юделева Валентина Игоревна#Бромгексин#1388-04-06#Chemical_52 Chemical_65 Chemical_73#837
Монастыров Иван Юриевич#Ибупрофен#1389-01-05#Chemical_30 Chemical_52 Chemical_21#1483
Досадина Зинаида Игоревна#Росувастатин#1389-01-20#Chemical_4 Chemical_30 Chemical_45#508
Заяшникова Оксана Борисовна#Диклофенак#1390-11-03#Chemical_96 Chemical_73 Chemical_84#1127
Непогодина Людмила Петровна#Витамин С#1391-04-27#Chemical_80 Chemical_34 Chemical_87#862
Бежджонов Антон Евгеньевич#Амитриптилин#1392-08-15#Chemical_37 Chemical_70 Chemical_13#646
Могеев Станислав Алексиевич#Агонал#1401-09-15#Chemical_34 Chemical_87 Chemical_23#1110
Нарымова Дарья Валерьевна#Жасмин#1403-04-27#Chemical_68 Chemical_55 Chemical_6#798
Справников Игорь Адамович#Дуодарт#1408-11-08#Chemical_11 Chemical_85 Chemical_63#2000
Кормщиков Евгений Юриевич#Левофлоксацин#1409-03-13#Chemical_57 Chemical_29 Chemical_63#638
Букатов Дмитрий Алексиевич#Бисакодил#1410-10-14#Chemical_53 Chemical_30 Chemical_58#729
Абримов Павел Олегович#Амоксициллин#1412-05-23#Chemical_88 Chemical_13 Chemical_39#1610
Падолкина Надежда Ивановна#Ингавирин#1414-09-17#Chemical_80 Chemical_13 Chemical_85#488
Кавардин Вячеслав Тимофеевич#Аллопуринол#1414-12-11#Chemical_7 Chemical_55 Chemical_33#573
Кожаурова Жанна Ивановна#Левофлоксацин#1419-08-05#Chemical_10 Chemical_5 Chemical_41#519
Балакин Пётр Антонович#Спазмалгон#1420-07-13#Chemical_42 Chemical_30 Chemical_68#1656
Киржаков Геннадий Максимович#Золедроновая кислота#1422-01-28#Chemical_51 Chemical_8 Chemical_26#1931
Давличаров Павел Игоревич#Бензоилпероксид#1422-04-20#Chemical_32 Chemical_73 Chemical_98#594
Камашкин Артём Вадимович#Итрафунгол#1422-08-22#Chemical_98 Chemical_32 Chemical_16#1296
Постатская Полина Алексеевна#Бензоилпероксид#1424-02-15#Chemical_12 Chemical_76 Chemical_81#382
Максимцев Станислав Николаевич#Зинорам#1424-12-02#Chemical_78 Chemical_13 Chemical_54#982
Петюшина Светлана Эдуардовна#Агонал#1425-08-18#Chemical_38 Chemical_53 Chemical_58#637
Петрина Наталья Аркадьевна#Лозартан#1426-04-13#Chemical_3 Chemical_70 Chemical_35#1835
Крутцов Станислав Юриевич#Росувастатин#1429-08-25#Chemical_8 Chemical_39 Chemical_82#1870
Ананчева Вероника Ивановна#Гидрохлоротиазид#1432-03-23#Chemical_98 Chemical_57 Chemical_56#848
Цыцарцев Валерий Василиевич#Нитросорбид#1432-09-20#Chemical_21 Chemical_60 Chemical_8#1431
Зазнобкина Ирина Богдановна#Золаир#1438-04-13#Chemical_58 Chemical_65 Chemical_98#1449
Обризова Алена Олеговна#Антациды#1439-04-28#Chemical_58 Chemical_35 Chemical_10#1122
Салянкин Владислав Фёдорович#Небиволол#1440-10-12#Chemical_51 Chemical_84 Chemical_32#1068
Чернедова Алиса Аркадьевна#Оланзапин#1441-04-08#Chemical_21 Chemical_17 Chemical_57#356
Токарев Руслан Алексеевич#Виагра#1445-06-15#Chemical_90 Chemical_13 Chemical_52#748
Миридинов Денис Денисович#Зылорик#1448-08-07#Chemical_17 Chemical_42 Chemical_97#1914
Копелькина Елизавета Алексеевна#Агонал#1449-09-05#Chemical_4 Chemical_58 Chemical_52#1061
Будяков Михаил Петрович#Женьшень#1449-09-06#Chemical_24 Chemical_17 Chemical_83#1185
Мавлекиева Дарья Валерьевна#Зинорам#1450-12-12#Chemical_15 Chemical_8 Chemical_59#379
Бальнова Светлана Богдановна#Венолайфт#1451-07-16#Chemical_27 Chemical_76 Chemical_28#284
Муруев Никита Николаевич#Спазмалгон#1451-11-13#Chemical_81 Chemical_85 Chemical_82#1077
Танкуйлин Аркадий Кириллович#Железа препараты#1454-04-22#Chemical_58 Chemical_95 Chemical_70#1156
Леплинский Владислав Юриевич#Кетопрофен#1456-11-04#Chemical_63 Chemical_97 Chemical_69#1369
Жегланова Алёна Ивановна#Колчицин#1458-04-23#Chemical_51 Chemical_50 Chemical_64#1663
Шелдукова Алина Викторовна#Метформин#1463-01-04#Chemical_28 Chemical_22 Chemical_60#820
Рапиева Зинаида Никитична#Бетаин#1463-01-27#Chemical_48 Chemical_5 Chemical_53#1499
Гермогенов Иван Тимофеевич#Амоксиклав#1463-09-20#Chemical_97 Chemical_22 Chemical_38#969
Холсин Константин Сергеевич#Кетопрофен#1468-06-03#Chemical_32 Chemical_86 Chemical_37#641
